recommendationid,brevity
16298464,439
47406928,2
17576022,86
35743808,171
10539155,26
16427633,30
38717912,5
29373393,2
15210068,61
145673054,57
28461455,14
27686751,241
15226294,27
76484896,193
28280480,3
61196400,6
28356049,183
23383992,46
50811610,72
155525717,48
103383498,8
1407208,8
34041108,4
15548230,75
29552992,91
67341595,74
41600676,56
76252707,12
16050449,30
42161880,22
30297237,29
29746992,37
81580351,41
15184856,65
151672479,23
36886882,24
26510104,98
60144673,22
69915798,15
36355,9
54495007,3
15797219,27
22610316,70
108194532,31
28719661,196
29002216,12
12278105,10
15260492,255
15406811,85
8863560,45
28770712,149
138002864,48
16686614,63
44677567,79
45137323,3
28473790,77
15218764,243
25562119,50
15314241,113
15319604,34
15258647,73
93229361,97
18789606,98
32180851,149
18795864,118
31050133,52
15591822,74
16914108,317
148308888,3
48603222,305
32647020,5
9986782,103
15440855,24
32759264,43
28408325,54
14367898,62
24444916,123
67343122,13
48214127,1
64484950,14
106974940,61
118866933,30
66692962,105
26364748,111
15190181,18
24144324,76
35746290,22
30757786,37
16918237,291
22013770,490
25673061,67
29465807,26
25575597,74
15205619,33
103645955,26
34044210,14
16892817,36
20247759,3
16974378,55
28356580,22
13524774,251
26019688,46
31762611,564
35581630,71
15177616,124
41486479,4
24983754,105
24834596,352
43212699,80
97251869,48
17333031,20
29431259,122
23770044,20
43813976,61
15702399,32
16188135,138
50393862,77
66676558,32
16543045,118
23832059,52
28476606,73
19712113,189
63705868,2
25838256,20
15219234,54
39718077,2
76224500,11
33132939,143
15510867,62
75346958,9
8188385,463
9344220,134
15181771,65
101513970,105
15408077,77
26300856,7
15666481,19
15329331,46
31515006,120
25671900,134
9234160,18
15283190,22
15829818,43
67560326,64
30438750,146
15883210,149
15270056,73
65575397,22
15175047,60
72996127,162
46822127,7
24652338,189
29807288,97
109285085,38
30708226,308
28455249,234
83487637,19
15467723,35
43141017,218
38602135,50
15174511,55
38030434,266
16129089,27
15199480,43
86569150,2
141572136,25
133349381,35
76329775,104
102279190,138
39876921,75
9669189,122
16459241,203
15268262,45
32688641,33
18094545,64
15165295,13
35727506,18
26980243,50
31078344,45
20906307,100
25500963,237
54001400,43
66500151,49
30423225,279
18936737,166
15627992,25
50740962,111
34378257,6
25560052,43
31824119,235
65622556,2
63637881,13
15272322,84
8307138,51
15756496,71
23531937,360
80286770,10
41278343,42
45763187,25
67571208,10
24991943,67
11746857,65
23508015,20
61554456,12
30861500,15
101665211,1
67566756,2
16022573,147
45878640,9
15211989,202
52541374,20
15329972,40
16767604,197
47076850,55
20415910,15
28189943,82
38336697,142
62767404,40
15800234,69
30546384,26
53167098,17
41201683,7
33601679,2
15333106,106
15298919,87
41836595,18
20234650,116
64365475,99
85788535,26
94169343,12
70433970,68
85501018,26
31618923,73
53533050,3
22045721,10
15197249,66
18224278,35
15407907,18
39530341,292
109299360,26
22761330,554
15467794,70
21132455,470
67363952,9
15660116,130
37783481,25
62497803,21
8934745,8
8720911,85
15219680,16
50368720,136
117448079,83
23989968,5
14868941,155
16395637,79
17440646,27
15271382,115
149837065,92
26244482,101
28241225,101
54438045,63
67171118,7
56586399,1
28147258,75
28440492,95
96001475,57
32825355,45
149070126,48
55478272,42
30579283,32
16246246,138
23995828,85
15190087,19
124345530,26
40565214,14
33063935,17
16491630,58
8649838,167
17541790,271
23933874,101
62581099,1
5836984,34
24112977,41
97210241,8
152890814,8
17206252,95
16453256,163
8540780,52
28349011,250
8975089,49
26075448,43
41727887,31
41593303,25
64942369,2
16290821,13
128832932,11
30821926,11
52612213,26
28435644,10
28379658,5
150060874,129
31189680,16
38858396,85
37879409,109
94380781,27
15488535,104
25429538,56
15525438,138
35418771,9
91522738,18
59738581,6
81077793,1
17930596,14
19740247,98
15177544,95
152782061,12
17557155,61
66804721,145
132298751,32
144778475,14
15225994,44
15296473,60
15301249,114
61629761,5
111030715,11
97296289,25
22812013,70
15211403,35
28382666,18
15628034,252
18717977,19
51440256,23
20665144,162
23945972,9
16508232,39
10422555,125
30025044,78
11420420,56
69695806,21
15236468,35
16547367,54
144999857,6
47205123,325
33252920,256
50727146,103
15186505,84
48551125,9
118347021,20
18465389,13
45571900,5
72432151,27
9377285,24
100020295,3
19220167,46
14998671,121
17715943,86
41600211,64
15732714,50
19164585,2
49840650,53
52906273,10
34035027,102
31266567,6
15174596,3
43506635,204
39638184,110
43504833,6
15201360,87
139563709,130
33322381,51
14639952,69
23247674,115
18631474,59
139313281,6
141815485,35
34168451,16
35515387,39
130082912,9
36278459,126
7385535,5
15248056,97
33353045,297
15201690,4
15639043,13
87186467,21
41550448,62
92343848,32
15259205,3
43652373,24
114195830,9
89507483,6
31688416,8
15219661,24
83513661,10
15884505,14
42791516,28
16496649,214
76707525,38
44512230,5
15364083,95
28767471,232
31256715,152
31512715,9
15345942,77
23282229,94
15781532,58
15352055,34
24923383,109
126784859,11
12702534,100
8687091,91
67838745,1
44358025,40
21156130,122
15211126,11
85009595,82
123509304,15
15191324,110
110005445,176
28361969,120
28362104,130
20038309,156
15264543,48
31759024,17
28397238,32
34448946,115
28708057,119
68381554,60
30086782,25
15182372,46
15226062,23
94977621,54
47079296,2
15266808,274
34044674,21
15241911,16
23288540,342
27848449,3
15257012,24
34180959,53
15178673,357
12459066,139
25396139,32
15556844,122
98219403,34
18824084,212
34415600,75
119007938,28
71831273,7
42435902,88
75645556,26
31313348,21
15245458,22
28566552,83
28731821,97
63787465,46
15292755,21
15279877,18
64928017,48
44705422,30
34136322,94
18187138,336
28518555,50
25344481,3
19703501,69
15343488,24
34811523,5
17188228,28
25940097,32
43540876,21
59330251,12
35020761,270
34299430,32
12265348,5
13011333,29
26497946,232
38822725,132
41925048,74
33857164,8
103354962,3
15192720,150
24247903,19
66513132,55
15365075,69
102346746,38
41468604,60
15280085,17
19630844,19
15181701,30
156388502,74
43485508,26
15184805,245
15423022,142
29398292,157
79771748,26
15218408,31
28389182,120
34341819,10
25352101,163
31076544,2
45050282,100
36006869,103
8794832,18
1817168,27
53255426,27
16898456,47
15750885,18
12277302,108
35842917,487
18804048,8
56303839,257
7917907,123
23862034,100
20364142,60
17227690,74
31746458,53
23772540,258
53300521,17
63060841,58
15533672,38
15256240,60
15236105,232
107072467,1
20042676,45
34704739,46
15130339,71
43705789,5
23968746,237
35548862,137
41668532,77
15182283,4
29226483,309
43469169,65
15243827,5
28356281,14
15194209,162
66175520,10
28430420,3
45457480,67
28522414,1
155804617,4
15198149,23
15179946,130
46091193,42
26140429,102
31019240,24
15878419,3
45505847,8
16295017,39
127763304,78
28612023,22
23526117,259
37065976,28
73821228,13
47977267,23
49109157,24
5507619,15
9967126,178
49131649,82
66711624,56
65511066,40
60556515,9
23643386,72
12612528,1
13200392,211
12681720,134
12724359,577
13082267,57
23678633,67
12646755,47
12619815,155
44798016,9
20520999,131
12915828,31
12731317,149
12993010,3
23639249,7
12719819,63
44966072,10
55114202,49
12603778,104
24173451,36
13009864,179
29430307,68
12641821,74
23627976,54
19579375,37
49739380,5
12620704,26
14911436,178
14891097,140
26561512,17
31533677,52
12649899,176
12647033,113
30974114,59
12722294,112
16430285,41
12760281,131
39655212,74
89274899,2
25745951,23
66300301,92
3379736,3
33061996,22
72463651,2
20164751,59
40662122,39
10656374,2
40720428,27
40948112,29
86607481,74
40753979,151
40715873,79
13263236,41
22136398,7
117577687,1
17556613,585
50100888,29
59584725,108
9167699,175
44570753,12
40834975,47
25629427,14
20676551,2
35013863,24
23407779,55
10938890,5
51345209,27
144345673,28
89756182,241
39029467,28
10698243,20
40718089,127
29816370,9
29319729,121
54747107,151
26183054,66
28121115,168
22952831,19
31900444,9
25974168,23
25537234,17
57196482,6
20052767,15
29455119,69
28480103,165
127878625,14
69343618,2
80287220,23
43541649,24
95518859,29
91037199,36
21043107,137
7347935,40
8012013,162
9101234,45
9092208,147
111885473,4
24566959,301
10174720,120
88925804,2
107827364,9
106874237,1
74993766,257
73696408,19
69767228,5
46608118,29
35576829,12
105632170,18
57848173,1
41237598,18
159585407,1
93387763,5
34819900,67
44723591,45
155517683,24
53891786,72
35036504,68
145047288,563
75871303,31
36511964,22
141462263,67
48701542,12
41037293,81
36490344,198
49490716,29
44591117,36
34826707,13
59936747,19
93835813,1
76928788,3
54199041,22
85786368,19
36523677,1
44692444,10
34975821,127
116760012,7
49624339,40
45250543,31
63962738,4
60163982,29
35385718,73
40968839,8
116070542,19
34927824,11
155421077,21
48426956,1
65775781,31
69521075,7
44573797,86
158558171,6
86314127,2
35058229,5
49178234,30
54496990,20
49576509,13
38715224,1
59447640,9
44631685,19
39665610,7
49135193,56
49784183,11
125117898,49
135582245,53
50321143,27
50535720,20
119426286,75
38109482,19
87638205,3
55574248,178
51237911,18
83364618,30
35315800,10
36395011,79
154010554,38
51184908,146
34979681,42
50477912,11
93640020,65
44702257,10
35409224,5
62918201,6
48151649,111
159510796,52
118822906,5
53146407,21
62503367,33
97783950,61
34985664,26
39193336,35
35608170,81
35063012,27
54488099,8
50477276,63
55622154,36
48282310,86
35189264,12
102569216,96
49637989,13
42185670,36
34759583,16
40011950,63
71715604,43
135114276,22
70430866,86
56461593,114
35052016,27
45079391,16
72403992,162
34910673,61
67578341,95
53945047,37
144774584,3
36049319,17
144050017,82
36177779,13
142209140,13
51237644,17
38580750,34
44743068,49
36204861,11
65273471,32
50853835,86
47181905,184
35227576,23
84157693,154
48625435,52
57016091,18
40288150,22
56639655,19
141911897,13
56417730,4
35982102,122
78158326,42
149904996,167
38888311,63
93638536,32
34921841,206
113839109,10
157374153,48
51167756,60
59289759,57
36608995,6
35153966,22
48156245,93
56120518,9
75068415,61
41652026,3
105489278,202
40403122,11
66608905,265
53567584,66
47886059,4
49327361,13
83313741,1
88336013,14
55908405,155
80592365,15
130228097,1
120714684,6
101320321,42
85480698,21
35085574,133
35447349,14
65237099,38
44635820,5
91507910,1
34758865,76
50499706,10
34760737,1
74356333,26
35167661,18
35059627,81
154252500,37
76882343,17
47408090,23
43379425,2
36354114,47
53390957,46
35933660,9
35216825,24
73690504,58
44758640,38
34984734,263
35643830,28
68595438,1
98318770,1
52098807,3
122572584,98
41192403,19
75065391,7
88029094,53
56882472,2
92453679,2
49721848,14
74145940,2
35415869,37
74613452,85
122558282,56
100931140,24
37656257,9
125400191,49
51636111,1
51121350,15
48348226,5
38240688,182
34825498,70
85637411,84
105378533,68
136709731,1
38715656,21
160476414,1
35562569,103
52194237,9
147624099,168
48773284,18
123508100,36
44289439,4
35216890,169
74753400,11
37551805,52
35968063,12
146214274,6
122772141,33
80058522,5
53244807,8
41642977,3
97072856,13
37180830,136
116374835,26
51259179,16
67278454,46
49729272,24
123849845,14
78965922,53
77887196,10
44688125,73
43410277,7
39558795,65
131482049,20
36463988,47
115863876,18
59182490,6
50086146,74
40410932,40
64027453,44
49263297,198
88197849,4
43822256,261
36055788,61
35351517,38
37885119,79
34762836,11
50600179,145
34873360,59
71196230,9
45039549,191
50357831,17
44100672,41
36165432,54
39527305,54
51183359,31
44248574,43
124756261,16
45280470,23
49221772,66
136162780,9
40598348,12
34975944,9
70960730,17
143479084,10
45026625,20
76742962,150
50493517,8
50983583,321
116651434,285
67785841,91
38392599,100
106295044,15
38322889,4
141625333,20
51458536,16
34848722,17
49467524,65
35051754,17
37660617,3
47924385,36
41146989,13
39331343,537
66947427,171
77054796,15
37704347,15
81115556,8
51231225,47
67851168,6
71706409,20
44797239,2
44548026,44
43899304,134
38861443,52
45865145,122
7898667,46
46645786,6
7972830,19
26471346,68
38584151,29
14354462,3
46913792,44
21681781,5
26036174,469
45783185,32
46824763,35
68411665,198
102512845,61
44052812,119
46989704,29
44253346,61
45343630,300
13328125,18
78476801,58
43656116,15
21760840,180
29195406,136
13913026,14
43192134,42
45109388,155
8004685,47
16090355,40
43439494,6
43639824,21
49287513,64
21826788,70
99258706,49
150992240,20
48527457,77
54688942,7
43305542,21
30293185,245
76753206,7
44322386,44
47849946,2
139397965,6
50618400,38
48048591,45
24874251,464
42060777,59
43215641,31
61747505,66
93936380,58
43842012,150
31665994,159
45766652,62
43302374,49
45407783,56
26499078,204
21255656,167
43613620,342
13511842,24
49509355,1
44939178,25
114798872,4
134763707,12
105560758,21
43652121,2
82860221,40
105495094,11
105655848,59
15759311,8
105494711,50
30536538,3
10992329,5
28100033,8
19757662,21
158476980,9
18427919,47
19150078,28
23598093,8
182131,32
17880506,114
113701986,73
97127689,6
50052534,44
9271020,25
12287147,28
97361880,1
33536468,5
25769329,16
31524439,7
19335325,67
62434542,49
120633129,29
10737683,3
114006599,1
56477980,1
12503608,84
12616118,5
131828114,19
125394200,3
10479812,51
144531980,3
8723558,4
47078959,82
40239927,82
7731002,51
47444643,57
9631050,42
11958675,16
25459679,71
17801745,20
17001296,71
68637824,5
98657798,41
16507583,4
13534939,31
67550012,114
12760375,44
21895113,6
8021831,49
9974866,40
34520367,76
10214156,65
86586293,32
9938292,37
48495833,29
19575175,18
43158861,4
11008925,12
39389177,11
148376117,20
47881297,10
8800344,10
54577025,106
10567288,21
105895977,3
160554351,18
16402344,33
30785567,7
60509740,12
10148535,10
30672313,18
41535305,32
59583527,5
18850356,18
16769753,8
7852521,13
23639240,5
59282696,1
32620010,11
37434010,14
19525592,23
79683990,6
37703264,7
32280465,75
14038904,125
16679139,7
94195225,83
56139679,4
12203508,10
26128909,2
86009197,6
56887729,29
49742680,303
30410532,4
49341038,2
29202491,88
18424194,65
12708708,20
119892268,3
96885767,27
12831953,16
128126260,19
34142584,12
30255334,18
60593805,1
14870428,48
59453952,2
154144552,49
11337609,32
36273455,22
36746579,6
19066522,23
70278497,198
25133006,15
79780701,22
30168050,10
107010690,24
92146732,8
102903977,5
8583944,56
40422309,2
33047130,27
100518384,13
137702653,11
144408320,16
45440955,110
85241073,115
28587553,3
20351913,68
18380347,49
17775904,8
20331120,52
34878388,58
14054597,99
14996467,5
51722946,23
97552224,18
9157656,9
91864892,78
39986773,11
29481988,31
65548141,36
36102755,6
19490416,11
57006049,2
55813442,24
34708285,2
96267328,8
13604926,5
61329087,18
74377600,38
17312,20
47597278,167
73582189,87
33043334,24
101063209,8
8152294,18
61869094,19
89802274,3
69966050,49
7992558,152
23757215,31
41989010,137
40258003,33
100183546,2
94329669,22
102714104,10
133072721,13
137035401,3
22522760,2
8727843,42
8857536,21
21807858,10
8286461,99
7972749,48
25632802,70
10258220,1
105790241,312
140402154,23
8750051,85
25687080,4
7797158,203
8905292,62
9722887,124
8244046,72
12512547,24
8073859,59
8803308,43
13202112,23
45903606,18
9164450,223
7666823,5
8051084,63
13382949,18
19389779,14
8025487,59
60539772,1
13779806,521
61559394,119
106796539,89
19660782,67
22712483,18
15054259,85
79232815,105
19696541,152
33171843,22
122057451,8
23874831,43
24606487,49
15674278,51
37446990,20
19431029,120
10584363,19
9221209,287
15610509,0
9218125,31
17555817,17
20051750,109
23298581,44
15887834,11
35344425,75
11936101,178
97464999,13
45563098,37
14102367,188
21344440,39
29447368,49
8851684,20
13875987,21
13926839,13
13818368,98
13851746,110
12269744,259
35607914,66
46921613,24
41122673,18
113200008,1
67570617,53
18020370,46
22864689,161
155292841,277
73793121,14
144018841,428
10293527,339
158325362,118
70218235,79
158627756,22
49580840,325
158865531,99
54281560,156
155951426,18
20635897,581
149922037,35
51152355,280
41829638,25
29142724,39
158152184,18
27730561,36
123345838,1
158260211,4
50880580,71
55375615,40
18730654,275
87068130,32
73888111,1
29161959,148
42445346,10
42327722,14
36516812,231
18714533,8
114475845,80
147809654,96
45632624,221
73240029,1
156274067,210
20205706,172
13899447,13
51287259,82
13776415,40
9265666,129
54288278,102
18791255,5
15992909,41
159862575,44
135133021,1
13737263,4
159724525,75
73205177,2
20755295,264
12793994,1
13743380,8
71966672,255
55612176,116
13732881,153
150122210,220
51376619,33
17348738,122
63977405,42
32465280,5
115316616,1
16655256,2
15935246,264
158742170,5
45519941,420
18733738,132
22833893,10
146555500,95
55835509,57
21635237,39
25973048,87
34586437,3
20755260,114
50502184,202
51294711,96
89154838,3
62302483,9
23124669,56
18747591,169
43414267,48
11253215,28
30416794,17
45569761,111
18718185,47
50427752,87
147954397,62
54446160,35
54401845,110
137202937,17
20738950,44
117690598,94
21919640,10
51221347,11
45535723,10
117639240,8
132225978,1
33098567,33
159689369,64
54977293,1
13301154,24
107851767,13
161208491,28
26080238,68
40371290,1
18959499,19
21267769,37
21608867,23
129057422,70
33177327,13
158390208,32
22292085,17
159711546,152
9339710,170
113934181,50
40634978,50
49460393,87
40009037,21
123955244,59
26479282,9
9201012,53
41754009,121
147618256,4
32322059,28
57644901,52
146944630,135
67969423,15
88888409,1
102203701,5
13821243,13
150062330,37
147956485,96
109144903,17
50152371,35
23734670,25
49268950,11
147561972,8
26042738,26
113996635,5
123928690,42
42664807,15
115489504,46
31636354,44
35581370,291
37485832,65
28604993,235
29204374,154
23638711,9
119904472,83
40167994,70
121136613,303
119225575,33
25422835,40
37639844,69
48515360,104
38630780,48
42501848,24
22750452,48
24813682,18
19348688,21
137576711,127
121321259,2
23352257,136
147713382,2
95516600,18
96447733,40
49849789,7
87661554,2
71469295,84
155579237,10
23372018,94
50298473,9
31832379,68
36366213,45
93408730,95
32158715,18
130620197,112
24384152,19
72055561,23
22661222,68
50057484,4
23372937,133
54413949,3
29264409,225
32160038,21
77617610,2
47881888,42
132206873,46
91393623,147
26891444,145
32124635,11
27762260,67
32712395,121
157181239,13
72981660,20
24940327,45
94171781,155
71534163,16
24238366,77
151880655,76
18720374,30
60391046,387
76453209,10
49321045,603
18581783,90
125177260,45
31503486,34
32155586,111
25681080,205
32298550,105
28652499,43
98683563,32
108838758,6
125786323,507
68765986,84
97146291,26
43250920,39
62276647,164
26191342,11
15810973,95
26003197,23
41102880,7
25944243,39
139239655,107
25977147,326
97591398,18
50611913,22
25878291,78
25941258,51
26021599,170
26097505,31
25883392,25
25983481,3
93349860,6
92686983,17
54284300,514
18122699,335
14316726,7
30733521,38
79340850,36
25994617,28
50152109,209
149496954,2
71161505,177
14251171,7
14730985,6
14246343,6
14847472,40
23153724,87
43928167,128
153885108,2
14370203,30
14310559,9
107308737,66
17965379,49
17937472,66
28860113,3
18002282,16
17904279,20
18212126,7
19594025,89
19685816,6
20576429,17
23558206,140
18144237,7
25499334,5
17839934,13
17978650,53
18387160,32
17961955,13
43168901,31
17855950,429
18942943,6
30648049,35
18720204,12
18476274,78
17840033,16
17970982,162
17921272,21
20360663,6
24611734,1
55108834,56
18063933,48
18072614,94
18307612,65
17944303,53
57852553,17
17869861,44
33247213,211
18625188,32
18007046,32
17871339,16
19028752,130
17988077,16
17841065,136
17881253,400
133745982,14
19150443,196
70085809,12
17899733,26
17945739,62
20727146,78
18005586,83
17991776,2
17840027,61
18062509,38
45746815,155
18201216,91
18205650,39
17995555,92
56184073,53
40036817,11
22994918,2
17978347,34
17825051,41
47976670,23
17834672,205
17991560,12
18003093,51
30643949,37
17854453,10
18270721,15
78152469,52
31780042,19
17946341,23
41760251,6
18284175,114
17827013,38
17992732,270
18094439,38
37965024,30
25599012,180
17949102,102
18269865,57
55794217,66
25649461,69
17920140,24
18025849,64
25372695,15
18674305,258
25648386,21
17980167,73
21581154,144
42527095,15
17863699,21
19470160,37
18179711,32
17824735,52
18479245,31
18066262,65
20863834,312
38086404,21
21580046,28
21752087,25
31091485,167
17978855,137
145796855,20
57193334,22
57071684,76
57181817,239
154427219,17
161025337,53
69628126,56
68820539,42
18867709,75
23608909,91
18697385,179
15036248,10
26025242,11
15833922,37
16462742,10
32081218,24
10108751,41
10115999,34
15770291,129
30275491,37
15633200,62
10247634,31
159545423,18
13602422,51
52967562,7
29745506,153
11428892,12
64599266,165
40116774,170
18821431,142
22152328,38
18718833,3
11180761,1
21662658,6
29962423,14
21696356,36
10374040,23
42394963,17
42278154,25
38515829,1
39546424,205
42766771,65
15498229,79
55602323,1
41030537,1
65446055,12
11094279,3
18783589,50
38994177,1
63428444,66
11496469,29
58747542,1
11413559,63
39074385,26
61614997,1
60422131,195
23464726,52
45537362,15
42759695,2
39972736,48
46086783,2
39027002,3
46429782,4
11129402,93
36984952,4
11044508,40
10432046,63
11201134,28
22735551,175
40371976,63
14497512,9
83712111,52
12211816,13
25420868,7
19974843,32
23179212,31
14557503,67
16485058,80
161884986,230
48021970,111
25269094,10
28162931,38
25343774,12
42766438,88
75719872,27
75360465,112
29681656,339
75631314,64
74801545,135
45528303,34
124724466,177
74788400,178
38766702,4
55845576,78
61130370,125
20922745,13
26149381,101
60378383,2
68125625,36
35140087,40
22508144,197
24972826,96
22419606,181
25719468,575
74718950,129
74713520,90
74481656,86
76071781,5
84645015,15
32426429,25
22441192,141
76065131,96
32183110,17
28470547,159
55039758,57
55417489,9
28626885,144
75845741,23
22148790,5
75114716,206
140526992,6
153068132,29
74768307,214
67585304,43
28956056,34
125085771,94
68087159,17
24762973,100
95157842,83
81139517,1
48789002,21
111851043,13
100366115,52
28143751,118
53679948,4
99670096,25
149521740,2
154095907,40
89008836,290
20481620,126
95110464,16
92457221,8
100413400,10
43908890,58
98063081,5
95811718,40
48761421,47
43881651,56
48138371,88
59545183,92
153499321,80
132333736,7
45365078,299
93926847,17
11188492,26
11537687,7
11368129,291
14570222,25
11229085,136
11945088,59
33832522,17
25710983,75
18236585,5
13182689,132
18364063,102
15389072,75
42906991,206
13517928,655
14170443,63
13204199,250
13186819,29
13132592,187
13892914,164
35309061,10
15987176,61
15918750,4
50761986,62
25516127,203
13137562,14
136279462,54
13787168,76
18364254,139
18989334,206
18955197,117
18836060,148
16758954,41
18896846,15
18942855,291
17558584,68
18901982,271
17534291,103
16720971,15
26140976,160
20446669,19
18919842,388
30979120,363
85303031,32
18182623,224
17224510,117
14878476,408
13941317,126
17922372,4
19860656,97
19813641,46
36383203,37
31150706,18
19693374,10
14223506,223
19886305,13
47749792,3
13437435,46
25186457,9
18169812,110
17163852,183
38560108,141
17311292,68
18453611,3
12464895,17
12605160,160
101489123,19
24962841,72
14181307,90
23331621,8
16419812,107
31493850,1
12715757,189
12715500,64
12809372,114
29256687,29
24051182,95
12916688,107
23387853,27
35071273,8
43499164,68
118839412,3
44150973,23
37716622,97
95440356,81
24562332,129
95119067,32
71983225,1
81575512,95
156651628,365
47200714,45
37248703,2
24690409,59
24677152,221
44113804,312
44130013,601
44088014,298
117819848,6
44063794,194
142875737,61
24549078,132
103170502,18
54511982,57
125891378,3
44091010,199
24799152,5
33293207,24
44145320,10
31857079,105
117717668,126
44134927,568
33488751,62
95713518,156
63958623,220
44173045,378
156497723,1
44128142,264
44417789,241
30634444,63
106133673,2
49110567,18
40903377,58
48924280,34
38136657,27
35040638,27
38626874,30
49861643,54
48936313,8
37941877,2
37924273,2
48932454,54
38569062,1
44413406,17
23741674,43
39736191,49
34797193,12
23808731,45
49193975,4
38392390,27
23013865,8
38222130,10
53456012,17
43910947,12
43605210,7
22767703,8
36494933,51
37866711,2
34667339,3
48953655,90
37120177,28
48939712,20
34810306,9
36303392,10
22780255,244
24536374,2
25674208,19
43472657,143
22782460,52
125584665,4
36332573,17
22768554,19
102422063,43
18698535,10
87139403,48
124055754,6
73765522,58
61746527,55
105381305,1
21887963,362
18401027,69
43045257,322
18421711,378
56151545,62
18358946,33
76853061,84
100988035,43
18377281,65
101971279,91
18309138,2
18367380,40
18352853,64
19061090,64
18354248,36
18254304,104
150287418,8
18424820,44
83064295,77
149774859,36
24859791,49
101216070,30
18250353,47
18262376,2
101729278,42
102573460,92
18404374,17
20562852,13
18363257,23
18363930,23
18430086,20
40926908,23
25557090,53
28191197,62
25504149,30
63040012,52
47484116,9
154425093,59
64885938,22
61489398,5
42090424,431
97990271,65
40775685,23
15168506,15
36640798,14
46824152,30
42179987,87
54842768,231
25486586,6
31359410,92
141852138,181
35914296,33
41225872,83
14549117,8
76213193,42
41300150,29
131299055,3
114186590,10
41146106,48
43976823,150
45161297,38
16432910,66
14125007,11
44572523,98
28417973,1
129178431,37
139618156,59
77602088,19
26703371,42
45166286,10
36511227,14
42011613,20
14312919,10
65114519,32
35008835,34
44788334,57
25517299,63
39741591,18
55181950,4
43338845,91
32645465,44
42682514,99
14968258,21
42618115,23
31793975,24
42884838,33
41729395,48
25484802,28
44445659,235
85303983,270
147561277,4
25493384,75
29053538,30
43066976,92
41378066,58
45785636,16
41149735,35
71524969,143
74338364,64
94387708,70
76141439,3
42014472,67
28462710,91
38870499,42
42439783,63
41148777,50
60681949,226
39568528,94
34246318,176
39951187,72
70306890,15
39901058,117
102800322,87
20273745,194
15423079,49
152405803,90
35085299,127
41523882,108
80385497,7
50787554,86
20943816,34
24752014,277
43305772,310
17680555,179
19136798,3
36324396,25
150521196,13
16820230,32
71165715,3
42368945,12
149038659,10
45270386,92
67393298,38
17198111,253
48058828,121
64939829,25
56451734,12
20258868,107
83632889,44
54365086,36
20705341,19
20673813,152
33249920,138
149317899,15
85231661,18
42496342,158
131256438,3
13050809,12
50505506,35
54272622,64
13931117,156
17690734,63
34534295,76
83166102,44
36331887,20
134295994,84
65059341,14
22441800,103
45676820,71
45164173,76
84538105,33
129003355,20
149309946,17
16376357,9
31493498,92
16898705,57
49570464,34
45110455,67
17040431,42
41849622,12
49251998,70
17493569,36
17636285,23
13052377,52
57578196,20
48305386,28
152617453,31
160291964,252
156399204,51
55596217,64
21659145,49
17931139,17
45703297,17
39670164,34
45233436,124
21052163,283
21163757,6
46832188,29
107286420,3
154399665,60
16266845,21
32049488,124
64882588,9
28104804,56
105087102,90
53614542,274
117375455,10
49698009,38
149388948,109
22879773,16
134146472,2
91801260,14
39699151,188
45518352,146
13047532,55
34755949,110
13311327,42
15492937,59
42950072,144
155905335,8
17627211,152
51128549,170
43472226,43
13410757,51
115979727,1
54365072,50
155312040,125
95333444,20
149345061,19
54818183,79
113003369,54
20309830,128
54498742,19
32077845,20
147500367,28
56066479,96
44200217,43
138423257,3
149750963,25
51160368,5
29978820,25
14658536,147
37738472,2
45800091,148
40411237,161
49611899,11
41069827,25
48606082,18
20839131,42
30375149,24
17662761,77
53652979,119
49724089,8
160250623,40
92708081,40
43942423,57
63988628,8
77258180,41
42839484,48
138323999,41
43814226,50
42888707,26
42843046,86
44781680,2
42837287,48
18005961,161
25103793,10
21905042,28
38991874,95
13727038,31
39297491,36
38663156,122
36387139,284
17463001,11
22387474,30
43947063,103
13678336,22
21082815,36
47694047,74
42677245,86
86511089,5
53812450,38
14467785,14
43414983,86
27505963,16
43604608,231
38795990,127
13078000,17
14458330,341
141399594,67
18703223,17
13045306,7
29642102,159
143513311,41
72197820,35
162297844,14
35909814,399
36334371,51
28305616,73
25355990,283
14173411,116
146284367,10
43053406,43
16538785,3
41796487,59
19499470,32
113657093,12
28537802,197
83155433,126
64488665,74
119890482,16
18619466,43
35072344,92
33014624,12
29300801,108
113622429,56
13021372,5
119056267,46
91128445,26
39657303,270
43754105,46
100471803,10
96970469,15
155780148,90
113875800,16
120497461,4
97594673,88
45427612,17
153214403,108
91045589,69
97399831,16
140399241,35
45151765,11
48552260,40
73344942,9
122779792,2
98009826,303
100275462,6
45396044,39
45444709,84
48605846,24
97776583,10
156574044,1
100058774,44
45289755,136
48599149,4
102645107,1
57351425,1
97833502,13
85387089,103
71165771,2
45014712,58
49073426,29
97530876,63
45437921,6
46165654,30
54185581,44
92221233,26
45280409,35
77430003,7
99664160,37
101455845,3
45178544,5
48497784,184
97633346,9
96424467,27
154836153,1
118361201,3
69091166,5
53989268,45
48531880,19
141320237,2
100926271,23
100131042,568
100001447,62
94609096,2
96630839,13
45456951,41
145853053,1
114814975,41
52087671,17
100171979,7
99975234,9
60778251,10
50327775,53
137324780,16
47681275,259
94621869,7
48635439,104
158101454,5
48511333,4
124129645,5
48647358,33
45252440,32
45363243,12
45047942,7
118710708,9
